,DIAGNOSIS_CODE,DIAGNOSIS_NAME,STD_INDICATOR,APPROVED_INDICATOR,CREATE_DATE,INPUT_CODE,INPUT_CODE_WB,DIAGNOSIS_DICT,DISEASE_SORT,CODE_VERSION
13771,K80.505,肝胆管结石,1,1,29-9月 -15,GDGJS,,,,ICD10_15
13775,K80.509,胆总管残余结石,1,1,29-9月 -15,DZGCYJS,,,,ICD10_15
13776,K81.001,急性坏疽性胆囊炎,1,1,29-9月 -15,JXHJXDNY,,,,ICD10_15
13777,K81.002,急性胆囊炎,1,1,29-9月 -15,JXDNY,,,,ICD10_15
13779,K81.004,急性化脓性胆囊炎,1,1,29-9月 -15,JXHNXDNY,,,,ICD10_15
13780,K81.005,胆囊周围脓肿,1,1,29-9月 -15,DNZWNZ,,,,ICD10_15
13783,K81.008,慢性胆囊炎急性发作,1,1,29-9月 -15,MXDNYJXF,,,,ICD10_15
13784,K81.101,慢性胆囊炎,1,1,29-9月 -15,MXDNY,,,,ICD10_15
13787,K81.901,胆囊炎,1,1,29-9月 -15,DNY,,,,ICD10_15
13788,K82.001,胆囊管梗阻,1,1,29-9月 -15,DNGGZ,,,,ICD10_15
13790,K82.201,胆囊穿孔,1,1,29-9月 -15,DNCK,,,,ICD10_15
13792,K82.302,胆囊十二指肠瘘,1,1,29-9月 -15,DNSEZCL,,,,ICD10_15
13793,K82.303,胆囊瘘,1,1,29-9月 -15,DNL,,,,ICD10_15
13794,K82.304,胆囊胃瘘,1,1,29-9月 -15,DNWL,,,,ICD10_15
13798,K82.402,胆囊胆固醇息肉,1,1,29-9月 -15,DNDGCXR,,,,ICD10_15
13799,K82.403,胆固醇性胆囊炎,1,1,29-9月 -15,DGCXDNY,,,,ICD10_15
13800,K82.801,胆囊粘膜息肉,1,1,29-9月 -15,DNNMXR,,,,ICD10_15
13801,K82.802,胆囊运动障碍,1,1,29-9月 -15,DNYDZA,,,,ICD10_15
13802,K82.803,胆管扩张,1,1,29-9月 -15,DGKZ,,,,ICD10_15
13803,K82.804,胆囊腺肌增生,1,1,29-9月 -15,DNXJZS,,,,ICD10_15
13804,K82.805,胆囊沉积物,1,1,29-9月 -15,DNCJW,,,,ICD10_15
13808,K82.809,胆囊息肉,1,1,29-9月 -15,DNXR,,,,ICD10_15
13814,K82.902,胆囊占位性病变,1,1,29-9月 -15,DNZWXBB,,,,ICD10_15
13815,K82.903,胆囊病变,1,1,29-9月 -15,DNBB,,,,ICD10_15
13817,K83.002,化脓性胆管炎,1,1,29-9月 -15,HNXDGY,,,,ICD10_15
13818,K83.003,硬化性胆管炎,1,1,29-9月 -15,YHXDGY,,,,ICD10_15
13819,K83.003,Mirizzi综合征,1,1,29-9月 -15,MIRIZZIZ,,,,ICD10_15
13820,K83.004,淤积性胆管炎,1,1,29-9月 -15,YJXDGY,,,,ICD10_15
13821,K83.005,返流性胆管炎,1,1,29-9月 -15,FLXDGY,,,,ICD10_15
13822,K83.006,急性胆管炎,1,1,29-9月 -15,JXDGY,,,,ICD10_15
13823,K83.007,胆管炎,1,1,29-9月 -15,DGY,,,,ICD10_15
13824,K83.008,胆总管炎,1,1,29-9月 -15,DZGY,,,,ICD10_15
13825,K83.009,胆道感染,1,1,29-9月 -15,DDGR,,,,ICD10_15
13827,K83.011,梗阻性胆管炎,1,1,29-9月 -15,GZXDGY,,,,ICD10_15
13828,K83.012,慢性胆管炎,1,1,29-9月 -15,MXDGY,,,,ICD10_15
13829,K83.013,急性化脓性胆管炎,1,1,29-9月 -15,JXHNXDGY,,,,ICD10_15
13832,K83.016,急性梗阻性胆管炎,1,1,29-9月 -15,JXGZXDGY,,,,ICD10_15
13833,K83.101,胆总管阻塞,1,1,29-9月 -15,DZGZS,,,,ICD10_15
13834,K83.102,胆管阻塞,1,1,29-9月 -15,DGZS,,,,ICD10_15
13835,K83.103,肝管狭窄,1,1,29-9月 -15,GGXZ,,,,ICD10_15
13836,K83.104,胆管狭窄,1,1,29-9月 -15,DGXZ,,,,ICD10_15
13837,K83.105,胆总管下端狭窄,1,1,29-9月 -15,DZGXDXZ,,,,ICD10_15
13838,K83.106,梗阻性黄疸,1,1,29-9月 -15,GZXHD,,,,ICD10_15
13839,K83.107,胆汁淤积症,1,1,29-9月 -15,DZYJZ,,,,ICD10_15
13841,K83.109,胆总管梗阻,1,1,29-9月 -15,DZGGZ,,,,ICD10_15
13842,K83.110,胆总管狭窄,1,1,29-9月 -15,DZGXZ,,,,ICD10_15
13845,K83.301,胆管瘘,1,1,29-9月 -15,DGL,,,,ICD10_15
13851,M96980/3,滤泡性淋巴瘤3级,1,1,29-9月 -15,LPXLBLJ,,,,ICD10_15
13857,M97020/3,外周T-细胞淋巴瘤,1,1,29-9月 -15,WZTXBLBL,,,,ICD10_15
13858,M97050/3,血管免疫母细胞性T细胞淋巴瘤,1,1,29-9月 -15,XGMYMXBX,,,,ICD10_15
13868,M97191/3,NK/T细胞淋巴瘤,1,1,29-9月 -15,NKTXBLBL,,,,ICD10_15
13880,M97312/3,浆细胞瘤(髓外),1,1,29-9月 -15,JXBLSW,,,,ICD10_15
13881,M97321/3,浆细胞骨髓瘤（多发性骨髓瘤）,1,1,29-9月 -15,JXBGSLDD,,,,ICD10_15
13886,M97610/3,巨球蛋白血症,1,1,29-9月 -15,JQDBXZ,,,,ICD10_15
13890,M98000/3,白血病,1,1,29-9月 -15,BXB,,,,ICD10_15
13901,M98200/3,淋巴细胞白血病,1,1,29-9月 -15,LBXBBXB,,,,ICD10_15
13902,M98210/3,急性淋巴细胞白血病,1,1,29-9月 -15,JXLBXBBX,,,,ICD10_15
13904,M98230/3,慢性淋巴细胞白血病,1,1,29-9月 -15,MXLBXBBX,,,,ICD10_15
13910,M98300/3,浆细胞白血病,1,1,29-9月 -15,JXBBXB,,,,ICD10_15
13924,M98611/3,急性粒细胞白血病,1,1,29-9月 -15,JXLXBBXB,,,,ICD10_15
13929,M98631/3,慢性粒细胞白血病,1,1,29-9月 -15,MXLXBBXB,,,,ICD10_15
13930,M98660/3,急性早幼粒细胞白血病,1,1,29-9月 -15,JXZYLXBB,,,,ICD10_15
13941,M98900/3,单核细胞白血病,1,1,29-9月 -15,DHXBBXB,,,,ICD10_15
13950,M86800/1,副神经节瘤,1,1,29-9月 -15,FSJJL,,,,ICD10_15
13958,O35.901,胎儿畸形,1,1,29-9月 -15,TEJX,,,,ICD10_15
13960,O36.101,ABO血型不合的孕产妇治疗,1,1,29-9月 -15,ABOXXBHD,,,,ICD10_15
13962,O36.301,胎儿窘迫,1,1,29-9月 -15,TEJP,,,,ICD10_15
13964,O36.401,胎死宫内,1,1,29-9月 -15,TSGN,,,,ICD10_15
13966,O36.501,胎儿发育迟缓,1,1,29-9月 -15,TEFYCH,,,,ICD10_15
13967,O36.502,小样儿,1,1,29-9月 -15,XYE,,,,ICD10_15
13968,O36.503,胎盘功能低下,1,1,29-9月 -15,TPGNDX,,,,ICD10_15
13970,O36.601,巨大胎儿,1,1,29-9月 -15,JDTE,,,,ICD10_15
13971,O36.802,胎儿心律异常,1,1,29-9月 -15,TEXLYC,,,,ICD10_15
13972,O40  01,羊水过多,1,1,29-9月 -15,YSGD,,,,ICD10_15
13973,O41.001,羊水过少,1,1,29-9月 -15,YSGS,,,,ICD10_15
13974,O41.101,绒毛膜羊膜炎,1,1,29-9月 -15,RMMYMY,,,,ICD10_15
13975,O41.102,妊娠早期并发蜕膜炎,1,1,29-9月 -15,RSZQBFTM,,,,ICD10_15
13982,O42.901,胎膜早破,1,1,29-9月 -15,TMZP,,,,ICD10_15
13983,O43.001,胎盘输血综合征,1,1,29-9月 -15,TPSXZHZ,,,,ICD10_15
13984,O43.101,妊娠合并帆状胎盘,1,1,29-9月 -15,RSHBFZTP,,,,ICD10_15
13986,O43.103,妊娠合并副胎盘,1,1,29-9月 -15,RSHBFTP,,,,ICD10_15
13989,O43.106,妊娠合并球拍状胎盘,1,1,29-9月 -15,RSHBQPZT,,,,ICD10_15
13991,O43.108,妊娠合并胎盘异常,1,1,29-9月 -15,RSHBTPYC,,,,ICD10_15
13994,O43.801,胎盘变性,1,1,29-9月 -15,TPBX,,,,ICD10_15
14000,O44.001,前置胎盘,1,1,29-9月 -15,QZTP,,,,ICD10_15
14001,O44.002,低置胎盘,1,1,29-9月 -15,DZTP,,,,ICD10_15
14003,O44.101,前置胎盘伴出血,1,1,29-9月 -15,QZTPBCX,,,,ICD10_15
14004,O44.102,部分性前置胎盘伴出血,1,1,29-9月 -15,BFXQZTPB,,,,ICD10_15
14005,O44.103,边缘性前置胎盘,1,1,29-9月 -15,BYXQZTP,,,,ICD10_15
14006,O44.104,中央性前置胎盘(完全性前置胎盘),1,1,29-9月 -15,ZYXQZTPW,,,,ICD10_15
14010,O45.901,胎盘早期剥离,1,1,29-9月 -15,TPZQBL,,,,ICD10_15
14015,O46.901,产前出血,1,1,29-9月 -15,CQCX,,,,ICD10_15
14016,O47.001,先兆早产,1,1,29-9月 -15,XZZC,,,,ICD10_15
14017,O47.101,先兆临产,1,1,29-9月 -15,XZLC,,,,ICD10_15
14018,O48  01,过期妊娠,1,1,29-9月 -15,GQRS,,,,ICD10_15
14019,O60.101,早产,1,1,29-9月 -15,ZC,,,,ICD10_15
14025,O61.901,引产失败,1,1,29-9月 -15,YCSB,,,,ICD10_15
14026,O62.001,原发性宫缩乏力,1,1,29-9月 -15,YFXGSFL,,,,ICD10_15
14027,O62.101,继发性子宫乏力,1,1,29-9月 -15,JFXZGFL,,,,ICD10_15
14028,O62.201,低张性宫缩乏力,1,1,29-9月 -15,DZXGSFL,,,,ICD10_15
14032,O62.301,急产,1,1,29-9月 -15,JC,,,,ICD10_15
14038,O62.406,子宫(病理性)收缩环,1,1,29-9月 -15,ZGBLXSSH,,,,ICD10_15
14039,O63.001,第一产程停滞,1,1,29-9月 -15,DYCCTZ,,,,ICD10_15
14040,O63.002,第一产程延长,1,1,29-9月 -15,DYCCYC,,,,ICD10_15
14041,O63.003,活跃期停滞,1,1,29-9月 -15,HYQTZ,,,,ICD10_15
14042,O63.101,第二产程延长,1,1,29-9月 -15,DECCYC,,,,ICD10_15
14044,O63.901,滞产,1,1,29-9月 -15,ZC,,,,ICD10_15
14045,O64.001,持续性枕横位,1,1,29-9月 -15,CXXZHW,,,,ICD10_15
14046,O64.002,持续性枕后位,1,1,29-9月 -15,CXXZHW,,,,ICD10_15
14053,O64.801,前不均倾位,1,1,29-9月 -15,QBJQW,,,,ICD10_15
14054,O64.803,初产头浮引起的梗阻性分娩,1,1,29-9月 -15,CCTFYQDG,,,,ICD10_15
14057,O65.901,骨盆造成的梗阻性分娩,1,1,29-9月 -15,GPZCDGZX,,,,ICD10_15
14060,O66.401,试产失败剖腹产分娩,1,1,29-9月 -15,SCSBPFCF,,,,ICD10_15
14062,O66.901,梗阻性分娩,1,1,29-9月 -15,GZXFM,,,,ICD10_15
14064,O68.001,胎儿窘迫(产程分娩中并发胎心异常）,1,1,29-9月 -15,TEJPCCFM,,,,ICD10_15
14068,S26.812,心脏穿透性损伤,1,1,29-9月 -15,XZCTXSS,,,,ICD10_15
14069,S26.901,心脏损伤,1,1,29-9月 -15,XZSS,,,,ICD10_15
14071,S27.001,创伤性气胸,1,1,29-9月 -15,CSXQX,,,,ICD10_15
14073,S27.101,创伤性血胸,1,1,29-9月 -15,CSXXX,,,,ICD10_15
14075,S27.112,创伤性胸腔积血伴开放性伤口,1,1,29-9月 -15,CSXXQJXB,,,,ICD10_15
14076,S27.201,创伤性气血胸,1,1,29-9月 -15,CSXQXX,,,,ICD10_15
14079,S27.301,肺损伤,1,1,29-9月 -15,FSS,,,,ICD10_15
14081,S27.311,开放性肺破裂,1,1,29-9月 -15,KFXFPL,,,,ICD10_15
14089,S27.802,创伤性膈疝,1,1,29-9月 -15,CSXGS,,,,ICD10_15
14090,S27.803,食管损伤,1,1,29-9月 -15,SGSS,,,,ICD10_15
14093,S27.812,食管开放性损伤,1,1,29-9月 -15,SGKFXSS,,,,ICD10_15
14094,S27.813,创伤性胸腔积液,1,1,29-9月 -15,CSXXQJY,,,,ICD10_15
14097,S29.002,胸部肌肉损伤,1,1,29-9月 -15,XBJRSS,,,,ICD10_15
14101,S29.701,胸部多处损伤,1,1,29-9月 -15,XBDCSS,,,,ICD10_15
14104,S29.704,肋骨骨折伴气胸,1,1,29-9月 -15,LGGZBQX,,,,ICD10_15
14105,S29.901,胸部损伤,1,1,29-9月 -15,XBSS,,,,ICD10_15
14107,S30.001,腰部挫伤,1,1,29-9月 -15,YBCS,,,,ICD10_15
14108,S30.002,骶尾部挫伤,1,1,29-9月 -15,DWBCS,,,,ICD10_15
14109,S30.003,背部挫伤,1,1,29-9月 -15,BBCS,,,,ICD10_15
14111,S30.005,臀部血肿,1,1,29-9月 -15,TBXZ,,,,ICD10_15
14113,S30.102,腹壁挫伤,1,1,29-9月 -15,FBCS,,,,ICD10_15
14114,S30.103,腹部挫伤,1,1,29-9月 -15,FBCS,,,,ICD10_15
14116,S30.201,外伤性阴囊血肿,1,1,29-9月 -15,WSXYNXZ,,,,ICD10_15
14119,S30.204,阴囊挫伤,1,1,29-9月 -15,YNCS,,,,ICD10_15
14121,S31.001,腰部开放性外伤,1,1,29-9月 -15,YBKFXWS,,,,ICD10_15
14122,S31.002,臀部开放性外伤,1,1,29-9月 -15,TBKFXWS,,,,ICD10_15
14123,S31.003,会阴部开放性外伤,1,1,29-9月 -15,HYBKFXWS,,,,ICD10_15
14124,S31.004,臀部异物,1,1,29-9月 -15,TBYW,,,,ICD10_15
14130,S31.201,阴茎开放性外伤,1,1,29-9月 -15,YJKFXWS,,,,ICD10_15
14131,S31.301,阴囊开放性外伤,1,1,29-9月 -15,YNKFXWS,,,,ICD10_15
14135,S31.403,创伤性阴道裂伤,1,1,29-9月 -15,CSXYDLS,,,,ICD10_15
14138,S31.801,腹部开放性外伤,1,1,29-9月 -15,FBKFXWS,,,,ICD10_15
14140,S31.803,腹部开放性损伤,1,1,29-9月 -15,FBKFXSS,,,,ICD10_15
14141,S32.001,腰椎骨折,1,1,29-9月 -15,YZGZ,,,,ICD10_15
14142,S32.101,骶骨骨折,1,1,29-9月 -15,DGGZ,,,,ICD10_15
14143,S32.201,尾骨骨折,1,1,29-9月 -15,WGGZ,,,,ICD10_15
14144,S32.301,髂骨骨折,1,1,29-9月 -15,QGGZ,,,,ICD10_15
14146,S32.401,髋臼骨折,1,1,29-9月 -15,KJGZ,,,,ICD10_15
14147,S32.402,髋骨骨折,1,1,29-9月 -15,KGGZ,,,,ICD10_15
14149,S32.501,耻骨骨折,1,1,29-9月 -15,CGGZ,,,,ICD10_15
14150,S32.511,耻骨开放性骨折,1,1,29-9月 -15,CGKFXGZ,,,,ICD10_15
14151,S32.701,骶尾骨骨折,1,1,29-9月 -15,DWGGZ,,,,ICD10_15
14154,S32.801,坐骨骨折,1,1,29-9月 -15,ZGGZ,,,,ICD10_15
14155,S32.802,骨盆骨折,1,1,29-9月 -15,GPGZ,,,,ICD10_15
14157,S33.101,腰椎脱位,1,1,29-9月 -15,YZTW,,,,ICD10_15
14158,S33.201,骶髂关节脱位,1,1,29-9月 -15,DQGJTW,,,,ICD10_15
14159,S33.202,尾骨脱位,1,1,29-9月 -15,WGTW,,,,ICD10_15
14160,S33.301,耻骨联合分离,1,1,29-9月 -15,CGLHFL,,,,ICD10_15
14161,S33.501,腰骶韧带劳损,1,1,29-9月 -15,YDRDLS,,,,ICD10_15
14162,S33.502,急性腰扭伤,1,1,29-9月 -15,JXYNS,,,,ICD10_15
14163,S33.503,急性腰肌劳损,1,1,29-9月 -15,JXYJLS,,,,ICD10_15
14165,S33.701,骶尾韧带劳损,1,1,29-9月 -15,DWRDLS,,,,ICD10_15
14166,S33.702,棘上韧带损伤,1,1,29-9月 -15,JSRDSS,,,,ICD10_15
14169,S34.301,马尾损伤,1,1,29-9月 -15,MWSS,,,,ICD10_15
14185,S36.001,创伤性脾破裂,1,1,29-9月 -15,CSXPPL,,,,ICD10_15
14186,S36.002,创伤性脾损伤,1,1,29-9月 -15,CSXPSS,,,,ICD10_15
14188,S36.012,脾破裂伴开放性伤口,1,1,29-9月 -15,PPLBKFXS,,,,ICD10_15
14192,M21.991,后天性下肢畸形,1,1,29-9月 -15,HTXXZJX,,,,ICD10_15
14194,M22.001,髌骨复发性脱位,1,1,29-9月 -15,BGFFXTW,,,,ICD10_15
14197,M22.401,髌骨软化症,1,1,29-9月 -15,BGRHZ,,,,ICD10_15
14200,M23.091,膝半月板囊肿,1,1,29-9月 -15,XBYBNZ,,,,ICD10_15
14202,M23.191,盘状半月板,1,1,29-9月 -15,PZBYB,,,,ICD10_15
14205,M23.291,陈旧性半月板损伤,1,1,29-9月 -15,CJXBYBSS,,,,ICD10_15
14207,M23.391,半月板肥厚,1,1,29-9月 -15,BYBFH,,,,ICD10_15
14208,M23.492,膝关节内游离体,1,1,29-9月 -15,XGJNYLT,,,,ICD10_15
14211,M23.591,半月板松弛,1,1,29-9月 -15,BYBSC,,,,ICD10_15
14212,M23.592,陈旧性膝关节韧带扭伤,1,1,29-9月 -15,CJXXGJRD,,,,ICD10_15
14221,M23.991,膝关节功能紊乱,1,1,29-9月 -15,XGJGNWL,,,,ICD10_15
14229,M24.201,陈旧性韧带损伤,1,1,29-9月 -15,CJXRDSS,,,,ICD10_15
14233,M24.291,韧带肥厚,1,1,29-9月 -15,RDFH,,,,ICD10_15
14234,M24.292,韧带钙化,1,1,29-9月 -15,RDGH,,,,ICD10_15
14239,M24.391,关节病理性脱位,1,1,29-9月 -15,GJBLXTW,,,,ICD10_15
14241,M24.411,肩关节习惯性脱位,1,1,29-9月 -15,JGJXGXTW,,,,ICD10_15
14244,M24.481,下颌关节习惯性脱位,1,1,29-9月 -15,XHGJXGXT,,,,ICD10_15
14248,M24.591,关节挛缩,1,1,29-9月 -15,GJLS,,,,ICD10_15
14249,M24.611,肩关节强直,1,1,29-9月 -15,JGJQZ,,,,ICD10_15
14250,M24.621,肘关节强直,1,1,29-9月 -15,ZGJQZ,,,,ICD10_15
14252,M24.641,指关节强直,1,1,29-9月 -15,ZGJQZ,,,,ICD10_15
14253,M24.651,髋关节强直,1,1,29-9月 -15,KGJQZ,,,,ICD10_15
14259,M24.853,髋关节撞击综合征,1,1,29-9月 -15,KGJZJZHZ,,,,ICD10_15
14260,M24.873,踝前撞击综合征,1,1,29-9月 -15,HQZJZHZ,,,,ICD10_15
14261,M24.891,关节粘连,1,1,29-9月 -15,GJNL,,,,ICD10_15
14263,M25.021,肘关节积血,1,1,29-9月 -15,ZGJJX,,,,ICD10_15
14266,M25.391,关节不稳定,1,1,29-9月 -15,GJBWD,,,,ICD10_15
14267,M25.451,髋关节腔积液,1,1,29-9月 -15,KGJQJY,,,,ICD10_15
14268,M25.461,膝关节积液,1,1,29-9月 -15,XGJJY,,,,ICD10_15
14269,M25.491,关节积液,1,1,29-9月 -15,GJJY,,,,ICD10_15
14270,M25.511,肩关节痛,1,1,29-9月 -15,JGJT,,,,ICD10_15
14271,M25.551,髋关节痛,1,1,29-9月 -15,KGJT,,,,ICD10_15
14272,M25.561,膝关节痛,1,1,29-9月 -15,XGJT,,,,ICD10_15
14273,M25.571,踝关节痛,1,1,29-9月 -15,HGJT,,,,ICD10_15
14274,M25.591,关节痛,1,1,29-9月 -15,GJT,,,,ICD10_15
14277,M25.611,肩关节僵直,1,1,29-9月 -15,JGJJZ,,,,ICD10_15
14279,M25.651,髋关节僵直,1,1,29-9月 -15,KGJJZ,,,,ICD10_15
14280,M25.661,膝关节僵硬,1,1,29-9月 -15,XGJJY,,,,ICD10_15
14281,M25.671,踝关节僵硬,1,1,29-9月 -15,HGJJY,,,,ICD10_15
14282,M25.672,踝关节僵直,1,1,29-9月 -15,HGJJZ,,,,ICD10_15
14283,M25.691,关节僵硬,1,1,29-9月 -15,GJJY,,,,ICD10_15
14286,M25.891,关节肿胀,1,1,29-9月 -15,GJZZ,,,,ICD10_15
14287,M25.892,关节周围骨化,1,1,29-9月 -15,GJZWGH,,,,ICD10_15
14288,M25.894,关节内囊肿,1,1,29-9月 -15,GJNNZ,,,,ICD10_15
14290,M25.991,关节损害,1,1,29-9月 -15,GJSH,,,,ICD10_15
14291,M25.992,关节肿物,1,1,29-9月 -15,GJZW,,,,ICD10_15
14292,M25.993,关节病,1,1,29-9月 -15,GJB,,,,ICD10_15
14305,M31.101,血栓性血小板减少性紫癜,1,1,29-9月 -15,XSXXXBJS,,,,ICD10_15
14316,M87.051,特发性股骨头无菌性坏死,1,1,29-9月 -15,TFXGGTWJ,,,,ICD10_15
14317,M87.091,骨无菌性坏死,1,1,29-9月 -15,GWJXHS,,,,ICD10_15
14323,M87.851,股骨头缺血性坏死,1,1,29-9月 -15,GGTQXXHS,,,,ICD10_15
14328,M87.971,距骨骨坏死,1,1,29-9月 -15,JGGHS,,,,ICD10_15
14329,M87.991,骨坏死,1,1,29-9月 -15,GHS,,,,ICD10_15
14330,M87000/0,嗜铬细胞瘤,1,1,29-9月 -15,SGXBL,,,,ICD10_15
14333,M87110/0,血管球瘤,1,1,29-9月 -15,XGQL,,,,ICD10_15
14338,M87200/0,色素痣,1,1,29-9月 -15,SSZ,,,,ICD10_15
14339,M87200/3,恶性黑色素瘤,1,1,29-9月 -15,EXHSSL,,,,ICD10_15
14349,M87400/0,交界痣,1,1,29-9月 -15,JJZ,,,,ICD10_15
14353,M87500/0,皮内痣,1,1,29-9月 -15,PNZ,,,,ICD10_15
14354,M87600/0,复合痣,1,1,29-9月 -15,FHZ,,,,ICD10_15
14362,M88000/0,良性软组织肿瘤,1,1,29-9月 -15,LXRZZZL,,,,ICD10_15
14363,M88000/3,肉瘤,1,1,29-9月 -15,RL,,,,ICD10_15
14368,M88010/3,梭形细胞肉瘤,1,1,29-9月 -15,SXXBRL,,,,ICD10_15
14371,M88040/3,上皮样肉瘤,1,1,29-9月 -15,SPYRL,,,,ICD10_15
14375,M88100/0,纤维瘤,1,1,29-9月 -15,XWL,,,,ICD10_15
14376,M88100/3,纤维肉瘤,1,1,29-9月 -15,XWRL,,,,ICD10_15
14378,M88101/0,腱鞘纤维瘤,1,1,29-9月 -15,JSXWL,,,,ICD10_15
14390,M88121/3,骨膜肉瘤,1,1,29-9月 -15,GMRL,,,,ICD10_15
14397,M88210/1,侵袭性纤维瘤病,1,1,29-9月 -15,QXXXWLB,,,,ICD10_15
14399,M88212/1,韧带样型纤维瘤病,1,1,29-9月 -15,RDYXXWLB,,,,ICD10_15
14407,M88250/3,低度恶性肌纤维母细胞肉瘤,1,1,29-9月 -15,DDEXJXWM,,,,ICD10_15
14409,M88260/0,血管肌纤维母细胞瘤,1,1,29-9月 -15,XGJXWMXB,,,,ICD10_15
14410,M88300/0,纤维组织细胞瘤,1,1,29-9月 -15,XWZZXBL,,,,ICD10_15
14412,M88300/3,恶性纤维组织细胞瘤,1,1,29-9月 -15,EXXWZZXB,,,,ICD10_15
14419,M88320/0,硬化性血管瘤,1,1,29-9月 -15,YHXXGL,,,,ICD10_15
14422,M88321/0,皮肤纤维瘤,1,1,29-9月 -15,PFXWL,,,,ICD10_15
14424,O68.802,胎儿窘迫（胎心监护异常）,1,1,29-9月 -15,TEJPDTXJ,,,,ICD10_15
14425,O69.001,脐带脱垂,1,1,29-9月 -15,QDTC,,,,ICD10_15
14426,O69.002,分娩伴脐带先露,1,1,29-9月 -15,FMBQDXL,,,,ICD10_15
14427,O69.101,脐带绕颈,1,1,29-9月 -15,QDRJ,,,,ICD10_15
14428,O69.201,脐带绕臂,1,1,29-9月 -15,QDRB,,,,ICD10_15
14429,O69.202,脐带过长,1,1,29-9月 -15,QDGC,,,,ICD10_15
14430,O69.203,脐带绕身,1,1,29-9月 -15,QDRS,,,,ICD10_15
14431,O69.204,脐带绕肩,1,1,29-9月 -15,QDRJ,,,,ICD10_15
14432,O69.205,脐带绕腿,1,1,29-9月 -15,QDRT,,,,ICD10_15
14433,O69.206,脐带打结,1,1,29-9月 -15,QDDJ,,,,ICD10_15
14434,O69.301,脐带过短,1,1,29-9月 -15,QDGD,,,,ICD10_15
14437,O69.801,脐带假结,1,1,29-9月 -15,QDJJ,,,,ICD10_15
14439,O69.803,脐带扭转,1,1,29-9月 -15,QDNZ,,,,ICD10_15
14441,O70.101,会阴裂伤Ⅱ度,1,1,29-9月 -15,HYLSED,,,,ICD10_15
14442,O70.201,会阴裂伤Ⅲ度,1,1,29-9月 -15,HYLSSD,,,,ICD10_15
14445,O71.001,分娩前子宫破裂,1,1,29-9月 -15,FMQZGPL,,,,ICD10_15
14446,O71.002,妊娠伴先兆子宫破裂,1,1,29-9月 -15,RSBXZZGP,,,,ICD10_15
14447,O71.101,分娩中子宫破裂,1,1,29-9月 -15,FMZZGPL,,,,ICD10_15
14453,O71.601,产科创伤耻骨联合分离,1,1,29-9月 -15,CKCSCGLH,,,,ICD10_15
14457,O72.001,胎盘残留伴出血,1,1,29-9月 -15,TPCLBCX,,,,ICD10_15
14458,O72.002,胎盘滞留伴出血,1,1,29-9月 -15,TPZLBCX,,,,ICD10_15
14459,O72.003,胎盘粘连伴出血,1,1,29-9月 -15,TPNLBCX,,,,ICD10_15
14460,O72.004,胎盘植入伴出血,1,1,29-9月 -15,TPZRBCX,,,,ICD10_15
14463,O72.101,产后出血,1,1,29-9月 -15,CHCX,,,,ICD10_15
14465,O72.202,晚期产后出血,1,1,29-9月 -15,WQCHCX,,,,ICD10_15
14468,O73.001,胎盘粘连不伴出血,1,1,29-9月 -15,TPNLBBCX,,,,ICD10_15
14469,O73.002,胎盘滞留不伴出血,1,1,29-9月 -15,TPZLBBCX,,,,ICD10_15
14472,O73.101,胎盘部分残留不伴出血,1,1,29-9月 -15,TPBFCLBB,,,,ICD10_15
14473,O73.102,胎膜部分残留不伴出血,1,1,29-9月 -15,TMBFCLBB,,,,ICD10_15
14483,O80.001,头位顺产,1,1,29-9月 -15,TWSC,,,,ICD10_15
14485,O80.901,正常分娩,1,1,29-9月 -15,ZCFM,,,,ICD10_15
14487,O82.001,剖腹产分娩未提及指征者,1,1,29-9月 -15,PFCFMWTJ,,,,ICD10_15
14488,O83.101,臀位分娩,1,1,29-9月 -15,TWFM,,,,ICD10_15
14489,O84.201,多胎剖宫产分娩,1,1,29-9月 -15,DTPGCFM,,,,ICD10_15
14496,O86.001,产后会阴伤口感染,1,1,29-9月 -15,CHHYSKGR,,,,ICD10_15
14501,O86.401,产褥期感染,1,1,29-9月 -15,CRQGR,,,,ICD10_15
14515,O90.102,会阴侧切伤口裂开,1,1,29-9月 -15,HYCQSKLK,,,,ICD10_15
14524,O90.803,胎盘息肉,1,1,29-9月 -15,TPXR,,,,ICD10_15
14525,O90.804,产褥期子宫颈水肿,1,1,29-9月 -15,CRQZGJSZ,,,,ICD10_15
14526,O90.805,产后子宫复旧不全,1,1,29-9月 -15,CHZGFJBQ,,,,ICD10_15
14527,O90.806,产后尿潴溜,1,1,29-9月 -15,CHNZL,,,,ICD10_15
14541,Z43.408,胆道引流管的维护,1,1,29-9月 -15,DDYLGDWH,,,,ICD10_15
14542,Z43.501,膀胱造口维护,1,1,29-9月 -15,BGZKWH,,,,ICD10_15
14544,Z43.602,肾造口维护,1,1,29-9月 -15,SZKWH,,,,ICD10_15
14546,Z43.801,鼓膜置管术后拔管,1,1,29-9月 -15,GMZGSHBG,,,,ICD10_15
14551,Z44.201,人工眼的安装和调整,1,1,29-9月 -15,RGYDAZHD,,,,ICD10_15
14552,Z44.301,外部假乳房的安装和调整,1,1,29-9月 -15,WBJRFDAZ,,,,ICD10_15
14554,Z45.001,心脏起搏器更换或调整,1,1,29-9月 -15,XZQBQGHH,,,,ICD10_15
